Price,Close,High,Low,Open,Volume,Return,Cumulative Return,MA20,MA50,Volatility
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,
2020-03-13,67.29276275634766,67.76483423256263,61.23575946723115,64.12627561961224,370732000,0.11980816413329487,-0.07231676246202079,70.84260711669921,73.94198974609375,0.8778367251121779
2020-03-16,58.635765075683594,62.7197589173465,58.10075235573811,58.572820229839216,322423600,-0.12864678646066519,-0.19166022982470776,69.84109573364258,73.66393478393555,0.9784828771343687
2020-03-17,61.21398162841797,62.363888604538765,57.71340983694092,59.9188176066588,324056000,0.04397003346688777,-0.15611750307748384,69.04051628112794,73.45154891967773,0.9985805393098277
2020-03-18,59.71547317504883,60.521621618277884,57.403546490441286,58.04507789596301,300233600,-0.02447983962986444,-0.17677561126859664,68.10908908843994,73.1977449798584,0.9956575403081699
2020-03-19,59.257911682128906,61.209127573407514,58.73258461093432,59.889757365721564,271857200,-0.007662360667873069,-0.18308345344564603,67.19497013092041,72.94160026550293,0.9957470182866618
2020-03-20,55.49589920043945,60.96463122654848,55.195710672226056,59.8389270162078,401693200,-0.06348540430971694,-0.23494573069094693,66.18050613403321,72.58702987670898,1.012236726170632
2020-03-23,54.31692886352539,55.31674696000738,51.46999389466009,55.215071106899224,336752800,-0.021244278476430734,-0.2511987566377307,65.28708515167236,72.17777336120605,1.0048116431859722
2020-03-24,59.76631546020508,59.962404931411506,56.72086688982912,57.219564481773055,287531200,0.10032574946149109,-0.1760747106997147,64.78838806152343,71.87412338256836,1.0767808382692614
2020-03-25,59.437068939208984,62.518828553443576,59.14172316127237,60.70318009593795,303602000,-0.005508897753874753,-0.1806136308753017,64.21791172027588,71.53186393737793,1.073824565309139
2020-03-26,62.5648193359375,62.62291771666115,59.64041473526395,59.6791494517103,252087200,0.05262289094247752,-0.13749515133310009,64.03537883758545,71.27283317565917,1.0698074817247083
2020-03-27,59.97450256347656,61.94266302499107,59.80746231049624,61.187354431284916,204216800,-0.04140212982239122,-0.17320468905004893,63.725265693664554,70.96846824645996,1.079530598835162
2020-03-30,61.68605041503906,61.85793342734731,60.376361777058186,60.700760441559225,167976400,0.028537924924862956,-0.1496096665379305,63.19267597198486,70.6794962310791,1.0265561843025406
2020-03-31,61.56016159057617,63.545269736802034,61.00578524680458,61.877297942194495,197002000,-0.002040798910221686,-0.15134514220372297,62.768660354614255,70.37114852905273,1.022053143821317
2020-04-01,58.32105255126953,60.211747296676954,57.890138928877285,59.67431503612997,176218400,-0.052616967785908075,-0.19599878751774413,62.02025108337402,70.00845260620117,1.017142258615341
2020-04-02,59.294227600097656,59.347486910279144,57.35027386031046,58.18305177157115,165934000,0.016686513810302284,-0.18258281018215916,61.43936462402344,69.65976211547851,1.0173353362091195
2020-04-03,58.44208908081055,59.4806382957601,57.85139756896397,58.77858908876302,129880000,-0.01437135710805193,-0.19433020452329164,60.86295642852783,69.28663795471192,1.0174327998541792
2020-04-06,63.54045104980469,63.695382585410265,60.37153929729369,60.73950815876463,201820400,0.08723784603155438,-0.12404530695322069,60.818170356750485,69.01992485046387,1.0323236208755153
2020-04-07,62.80447769165039,65.77488277079468,62.700382304932994,65.55699908413254,202887200,-0.011582753128041579,-0.134191273914131,60.504546356201175,68.78370407104492,0.9984746447228527
2020-04-08,64.41193389892578,64.726643281739,63.240236542570365,63.60578200367688,168895200,0.025594611504731857,-0.11203123593255637,60.39124946594238,68.53741561889649,0.9958996721842391
2020-04-09,64.87674713134766,65.38029109822737,64.0802880085237,65.04863383479294,161834800,0.007216259538973757,-0.10562342286854398,60.63043098449707,68.26830215454102,0.9248193795887777
2020-04-13,66.15013885498047,66.25908073963392,64.35385370017553,64.9542309045945,131022800,0.019627860210912562,-0.08806872443669334,60.57329978942871,68.02692672729492,0.8233122773238994
2020-04-14,69.49092864990234,69.78143541250135,67.31215009409136,67.7842217363413,194994800,0.050503141077992586,-0.042013330573485885,61.11605796813965,67.92172958374023,0.6846874195963065
2020-04-15,68.85665893554688,69.31662179135925,67.93673322392213,68.36522365380796,131154400,-0.009127374272848487,-0.05075723345374128,61.498191833496094,67.80795272827149,0.6749994517714984
2020-04-16,69.40377807617188,69.76933104897813,68.35312357088294,69.57081834931556,157125200,0.007945769502658129,-0.04321476922869916,61.98260707855225,67.65589797973632,0.6648440828519648
2020-04-17,68.4620590209961,69.46672390302615,67.02406462466632,68.91960605068904,215250000,-0.013568700167046033,-0.05619710114929288,62.44281444549561,67.47245040893554,0.6670591595348473
2020-04-20,67.04102325439453,68.19093431090909,67.02165958201117,67.28795625162509,130015200,-0.020756544382718012,-0.07578718790782546,63.02007064819336,67.24242050170898,0.621990014170641
2020-04-21,64.96874237060547,67.11847132681476,64.25700758407963,66.8836471640781,180991600,-0.030910639235406157,-0.10435519671914684,63.55266132354736,66.99229675292969,0.6293747952207454
2020-04-22,66.8400650024414,67.2758176226008,65.89592940016834,66.23726476615465,116862400,0.02880343013508302,-0.07855755420199662,63.90634880065918,66.77223999023437,0.5372792682082644
2020-04-23,66.5810317993164,68.2078529350214,66.5422970832411,66.78438351779307,124814400,-0.003875418180929957,-0.08212852900912282,64.26354694366455,66.55639541625976,0.5368404678156804
2020-04-24,68.50321960449219,68.5129051334423,67.05796285325819,67.10638311011488,126161200,0.02886990112994181,-0.05562967039162192,64.56046695709229,66.34224563598633,0.5158226984442799
2020-04-27,68.55162048339844,68.88327772422247,67.77210185087893,68.21995585468255,117087600,0.0007065489649347168,-0.054962426512722096,64.98932285308838,66.14034530639648,0.4863547750290858
2020-04-28,67.44046020507812,69.19558749366381,67.34847353233525,69.01402260174115,112004800,-0.016209103015871196,-0.0702806378952463,65.27704334259033,65.91583465576171,0.4861849757933115
2020-04-29,69.6555404663086,70.12518879426327,68.72592933750241,68.92928107931384,137280800,0.03284497547161869,-0.039744028251426644,65.68181228637695,65.76443405151367,0.4952586967942155
2020-04-30,71.12498474121094,71.30171048124089,69.80561823131379,70.19537380762834,183064000,0.021095870695498897,-0.019486592436838146,66.32200889587402,65.62005340576172,0.4448101563427759
2020-05-01,69.97993469238281,72.38385146458401,69.2004159964793,69.29724910279991,240616800,-0.016099125405712233,-0.03527200074717973,66.85629425048828,65.46884628295898,0.45373707595603086
2020-05-04,70.97007751464844,71.09838306103778,69.31420678113763,70.00415476707384,133568000,0.014148953219491833,-0.021622109416217672,67.48269367218018,65.37254425048827,0.445728586985935
2020-05-05,72.03524780273438,72.868025831844,71.28477828502723,71.43003164134032,147751200,0.01500872375214879,-0.006937905931235666,67.90743350982666,65.36954223632813,0.34155432531711133
2020-05-06,72.77845764160156,73.41029979065098,72.35238308451844,72.7372996904726,142333600,0.010317308005969972,0.0033078215623252305,68.40613250732422,65.43030624389648,0.33494900238804387
2020-05-07,73.53132629394531,73.87751548674036,73.10283599340708,73.4054440161324,115215200,0.010344663472414695,0.013686703335628936,68.86210212707519,65.4840008544922,0.3283970043732814
2020-05-08,75.28152465820312,75.33492815693087,73.86391326493965,74.19161621586483,133838400,0.02380207800497569,0.03781455332103012,69.38234100341796,65.66532180786133,0.3338777547985535
2020-05-11,76.46610260009766,76.96129057605077,74.57999392969896,74.78875574566902,145946400,0.01573530753093544,0.054144884477616895,69.89813919067383,65.87110855102539,0.3323115006415389
2020-05-12,75.59222412109375,77.60212591001033,75.47085322222706,77.15062231412254,162301200,-0.011428312013940567,0.04209778782990736,70.2032039642334,65.9361961364746,0.2967787818670286
2020-05-13,74.67950439453125,76.69426553932014,73.60173033825646,75.77184236444022,200622400,-0.01207425416006258,0.029515234280010016,70.49434623718261,66.02897674560546,0.29873587584226985
2020-05-14,75.1383056640625,75.19899111956893,73.19394129911058,73.91731459558865,158929200,0.006143603566346689,0.03584016774494092,70.78107261657715,66.06595809936523,0.2985073810962582
2020-05-15,74.69407653808594,74.74019807230623,72.87351305431154,72.90750046179672,166348400,-0.005912152557214667,0.029716122648342003,71.09267349243164,66.14160049438476,0.2936795154542256
2020-05-18,76.45394897460938,76.8277733901168,75.3276309672179,76.01944652197729,135178400,0.023561070945513185,0.0539773372677983,71.56331977844238,66.2712744140625,0.2850804530464721
2020-05-19,76.01216125488281,77.31810575212776,75.98060363958615,76.47093934712166,101729600,-0.005778481368873156,0.04788694886118172,72.11549072265625,66.50279418945313,0.25323227978880225
2020-05-20,77.49046325683594,77.56085304131686,76.83262768101243,76.8714672558423,111504800,0.019448230093025654,0.06826649535411256,72.64801063537598,66.67106430053711,0.24508538862311532
2020-05-21,76.9127426147461,77.89342158394717,76.67485297832786,77.3521046904153,102688800,-0.00745537731752921,0.060302165555573106,73.16459617614746,66.87576171875,0.24761192235261073
2020-05-22,77.40792846679688,77.49045978164982,76.5486205059651,76.65056790341653,81803200,0.006438281034017335,0.06712868887839707,73.60983161926269,67.22205795288086,0.23419830935532063
2020-05-26,76.88360595703125,78.70659167112338,76.82777268129091,78.5269651260588,125522000,-0.006773498789475085,0.05990049399606501,74.02643089294433,67.41387481689453,0.23801296156882185
2020-05-27,77.21858215332031,77.36422869926452,76.00002111496565,76.74038797022739,112945200,0.004356926188871402,0.06451840221595417,74.51533699035645,67.78553115844727,0.22347485354662233
2020-05-28,77.25257873535156,78.51240928442117,76.6165963973256,76.8933182003932,133560800,0.000440264261311496,0.06498707162395823,74.89518890380859,68.10630310058593,0.20213432424586705
2020-05-29,77.17730712890625,77.95650601708448,76.82047648532915,77.49529820628362,153532400,-0.0009743572017598678,0.06394939380094034,75.19780502319335,68.45553977966308,0.19423752289541996
